,date
1665,1/8/17
1666,11/6/16
1667,1/4/17
1668,1/28/17
1669,11/30/16
1670,11/28/16
1671,1/14/16
1672,1/12/17
1673,1/3/17
1674,1/8/17
1675,11/27/16
1676,1/4/17
1677,1/5/17
1678,1/5/17
1679,1/4/17
1680,12/2/16
1681,1/7/17
1682,11/29/16
1683,1/1/17
1684,1/1/17
1685,12/13/16
1686,10/12/16
1687,12/6/16
1688,11/4/16
1689,1/12/17
1690,12/10/16
1691,12/10/16
1692,1/12/17
1693,11/8/16
1694,11/14/16
1695,12/27/16
1696,12/23/16
1697,1/7/17
1698,1/5/17
1699,11/6/16
1700,11/7/16
1701,11/8/16
1702,11/27/16
1703,12/26/16
1704,1/5/17
1705,9/23/16
1706,10/13/16
1707,12/18/16
1708,12/16/16
1709,11/10/16
1710,11/9/13
1711,11/30/16
1712,11/29/16
1713,9/30/16
1714,11/14/16
1715,11/29/16
1716,9/30/16
1717,9/19/16
1718,11/18/16
1719,10/11/16
1720,9/25/16
1721,10/13/16
1722,10/13/16
1723,10/13/16
1724,10/13/16
1725,10/13/16
1726,10/31/16
1727,3/19/15
1728,9/29/16
1729,12/2/15
1730,8/31/16
1731,1/1/16
1732,1/3/16
1733,10/5/16
1734,11/4/15
1735,1/3/16
1736,1/4/16
1737,3/7/16
1738,11/29/15
1739,12/30/15
1740,11/30/15
1741,1/14/16
1742,12/30/13
1743,12/10/13
1744,4/22/15
1745,11/30/15
1746,1/4/16
1747,11/30/15
1748,1/30/16
1749,6/5/16
1750,10/17/15
1751,1/4/16
1752,11/3/15
1753,2/7/16
1754,2/9/16
1755,10/31/15
1756,1/22/16
1757,2/13/16
1758,3/27/16
1759,9/23/15
1760,12/10/15
1761,3/20/16
1762,1/13/16
1763,12/17/15
1764,1/21/16
1765,12/23/15
1766,10/24/15
1767,1/6/16
1768,1/13/16
1769,1/10/16
1770,3/24/16
1771,3/16/16
1772,11/8/15
1773,3/28/16
1774,3/29/16
1775,3/31/16
1776,3/22/16
1777,1/27/16
1778,2/17/16
1779,3/30/16
1780,1/16/16
1781,1/9/16
1782,11/29/15
1783,1/29/16
1784,3/13/16
1785,1/31/16
1786,1/28/16
1787,5/3/16
1788,1/6/16
1789,2/14/16
1790,3/4/16
1791,3/30/16
1792,5/5/16
1793,11/29/15
1794,1/6/16
1795,5/6/16
1796,2/29/16
1797,2/4/16
1798,2/7/16
1799,1/2/16
1800,4/30/16
1801,11/21/15
1802,2/3/16
1803,1/6/16
1804,3/30/16
1805,3/31/16
1806,11/24/15
1807,11/21/15
1808,12/20/14
1809,3/31/16
1810,3/9/16
1811,12/22/15
1812,2/14/16
1813,2/5/16
1814,10/14/15
1815,3/8/16
1816,3/9/16
1817,1/12/16
1818,1/5/16
1819,1/19/16
1820,2/6/16
1821,3/9/16
1822,12/28/15
1823,12/27/15
1824,12/28/15
1825,1/11/16
1826,1/12/16
1827,1/1/16
1828,1/5/16
1829,3/9/16
1830,1/6/16
1831,2/29/16
1832,2/29/16
1833,3/31/16
1834,3/31/16
1835,1/30/16
1836,2/7/16
1837,1/5/16
1838,1/15/16
1839,1/9/16
1840,9/29/15
1841,12/21/15
1842,1/30/16
1843,1/9/16
1844,3/30/16
1845,1/3/16
1846,1/13/16
1847,1/2/16
1848,1/2/16
1849,2/1/16
1850,1/5/16
1851,1/4/16
1852,1/5/16
1853,1/4/16
1854,1/4/16
1855,12/29/15
1856,1/3/16
1857,12/30/15
1858,1/30/16
1859,1/9/16
1860,1/2/16
1861,11/30/15
1862,2/5/16
1863,3/31/16
1864,1/26/16
1865,1/5/16
1866,2/6/16
1867,11/29/15
1868,1/14/16
1869,1/3/16
1870,11/30/15
1871,1/5/16
1872,1/9/16
1873,1/5/16
1874,1/30/16
1875,12/13/15
1876,12/21/15
1877,1/30/16
1878,11/30/15
1879,12/1/15
1880,11/28/15
1881,11/29/15
1882,3/31/16
1883,1/5/16
1884,12/16/15
1885,3/9/16
1886,12/19/15
1887,1/5/16
1888,10/24/14
1889,12/31/15
1890,1/30/16
1891,12/28/15
1892,1/31/16
1893,1/28/16
1894,1/28/16
1895,1/4/16
1896,1/19/16
1897,1/3/16
1898,1/14/16
1899,12/27/15
1900,2/2/16
1901,12/30/15
1902,12/18/15
1903,2/14/16
1904,12/9/15
1905,12/31/15
1906,2/14/16
1907,3/8/16
1908,4/1/16
1909,1/13/16
1910,12/19/15
1911,2/9/16
1912,1/14/16
1913,1/14/16
1914,1/14/16
1915,1/5/16
1916,1/3/16
1917,12/8/15
1918,11/3/15
1919,1/5/16
1920,12/20/15
1921,1/3/16
1922,1/30/16
1923,12/11/15
1924,1/12/16
1925,11/30/15
1926,11/30/15
1927,1/5/16
1928,2/16/16
1929,1/9/16
1930,1/5/16
1931,1/2/16
1932,1/4/16
1933,1/13/16
1934,1/7/16
1935,11/29/15
1936,1/26/16
1937,1/14/16
1938,1/5/16
1939,10/21/15
1940,1/4/16
1941,1/3/16
1942,12/31/15
1943,12/31/15
1944,1/13/16
1945,1/5/16
1946,12/23/15
1947,12/21/15
1948,1/5/16
1949,1/8/16
1950,1/5/16
1951,3/10/16
1952,3/10/16
1953,3/10/16
1954,12/10/15
1955,2/28/16
1956,2/1/16
1957,12/17/15
1958,11/15/15
1959,12/4/15
1960,1/9/16
1961,2/9/16
1962,12/15/15
1963,2/8/16
1964,1/10/16
1965,12/20/15
1966,1/12/16
1967,12/28/15
1968,1/18/16
1969,3/11/16
1970,1/5/16
1971,1/6/16
1972,12/30/15
1973,12/29/15
1974,12/30/15
1975,12/29/15
1976,12/28/15
1977,12/30/15
1978,1/1/16
1979,11/27/15
1980,1/9/16
1981,1/6/16
1982,12/30/15
1983,1/30/16
1984,1/9/16
1985,1/9/16
1986,1/9/16
1987,1/18/16
1988,1/9/16
1989,12/23/15
1990,12/19/15
1991,1/3/16
1992,1/3/16
1993,1/1/16
1994,1/8/16
1995,1/4/16
1996,12/26/15
1997,12/26/15
1998,1/3/16
1999,1/5/16
2000,1/6/16
2001,1/9/16
2002,3/29/16
2003,2/14/16
2004,3/22/16
2005,11/16/15
2006,3/11/16
2007,3/10/16
2008,2/11/16
2009,1/5/16
2010,1/3/16
2011,1/14/16
2012,1/30/16
2013,10/7/15
2014,1/14/16
2015,1/10/16
2016,2/11/16
2017,12/19/15
2018,1/25/16
2019,12/12/15
2020,2/3/16
2021,1/28/16
2022,1/29/16
2023,2/19/16
2024,12/31/15
2025,1/11/16
2026,11/29/15
2027,1/14/16
2028,12/30/15
2029,1/25/16
2030,1/24/16
2031,2/8/16
2032,1/5/16
2033,1/5/16
2034,2/26/16
2035,1/14/16
2036,1/5/16
2037,11/30/15
2038,1/3/16
2039,3/17/16
2040,2/28/16
2041,2/14/16
2042,11/29/15
2043,1/5/16
2044,1/8/16
2045,3/5/16
2046,3/5/16
2047,10/10/15
2048,11/5/15
2049,1/5/16
2050,1/14/16
2051,1/4/15
2052,12/12/15
2053,11/28/15
2054,1/7/16
2055,1/1/16
2056,1/9/16
2057,1/3/16
2058,1/3/16
2059,11/29/15
2060,2/3/16
2061,1/5/16
2062,1/5/16
2063,1/5/16
2064,1/30/16
2065,1/10/16
2066,1/5/16
2067,1/24/16
2068,2/25/16
2069,1/11/16
2070,3/1/16
2071,11/11/15
2072,1/14/16
2073,12/16/15
2074,1/11/16
2075,1/4/16
2076,11/29/15
2077,11/4/15
2078,1/28/16
2079,1/4/16
2080,2/9/16
2081,12/17/15
2082,11/3/15
2083,1/5/16
2084,2/8/16
2085,2/4/16
2086,1/12/16
2087,1/12/16
2088,1/12/16
2089,2/14/16
2090,2/8/16
2091,1/30/16
2092,1/15/16
2093,1/3/16
2094,1/3/16
2095,12/12/15
2096,12/12/15
2097,11/29/15
2098,1/21/16
2099,11/8/15
2100,12/22/15
2101,2/9/16
2102,1/14/16
2103,1/4/16
2104,2/8/16
2105,12/31/15
2106,12/30/15
2107,2/8/16
2108,1/8/16
2109,1/9/16
2110,1/5/16
2111,1/14/16
2112,1/14/16
2113,12/24/15
2114,12/17/15
2115,12/22/15
2116,1/5/16
2117,1/3/16
2118,2/17/16
2119,1/4/16
2120,1/9/16
2121,10/18/15
2122,12/21/15
2123,12/21/15
2124,1/17/16
2125,2/3/16
2126,1/31/16
2127,1/11/16
2128,11/24/15
2129,12/28/15
2130,11/24/15
2131,11/30/15
2132,11/4/15
2133,1/4/16
2134,1/3/16
2135,1/5/16
2136,1/25/16
2137,12/22/15
2138,1/4/16
2139,1/1/16
2140,1/3/16
2141,2/8/16
2142,1/13/16
2143,10/19/15
2144,1/4/16
2145,12/9/15
2146,1/14/16
2147,12/19/15
2148,1/14/16
2149,1/4/16
2150,12/28/15
2151,11/29/15
2152,12/2/15
2153,12/22/15
2154,10/26/15
2155,12/21/15
2156,2/1/16
2157,2/1/16
2158,2/14/16
2159,1/3/16
2160,12/28/15
2161,12/19/15
2162,1/4/16
2163,12/22/15
2164,1/5/16
2165,1/5/16
2166,12/31/15
2167,1/4/16
2168,12/20/15
2169,1/4/16
2170,1/30/16
2171,12/29/15
2172,1/14/16
2173,12/20/15
2174,1/13/16
2175,12/22/15
2176,1/3/16
2177,2/11/16
2178,2/11/16
2179,1/6/16
2180,12/12/15
2181,12/12/15
2182,1/25/16
2183,12/14/15
2184,11/27/15
2185,12/18/15
2186,1/12/16
2187,12/18/15
2188,2/1/16
2189,1/3/16
2190,10/22/15
2191,11/28/15
2192,1/4/16
2193,11/30/15
2194,12/31/15
2195,1/14/16
2196,12/20/15
2197,11/30/15
2198,12/30/15
2199,1/13/16
2200,1/2/16
2201,1/11/16
2202,12/30/15
2203,11/16/15
2204,1/3/16
2205,11/30/15
2206,11/16/15
2207,11/26/15
2208,1/12/16
2209,1/30/16
2210,1/14/16
2211,1/1/16
2212,12/30/15
2213,11/30/15
2214,11/29/15
2215,11/30/15
2216,11/29/15
2217,12/29/15
2218,11/30/15
2219,11/19/15
2220,12/19/15
2221,12/20/15
2222,11/28/15
2223,1/3/16
2224,1/3/16
2225,11/29/15
2226,1/2/16
2227,1/3/16
2228,12/30/15
2229,1/12/16
2230,12/31/15
2231,1/14/16
2232,1/14/16
2233,9/4/15
2234,1/14/16
2235,1/2/16
2236,1/21/16
2237,2/2/16
2238,1/3/16
2239,12/27/15
2240,11/29/15
2241,1/13/16
2242,1/2/16
2243,1/5/16
2244,12/30/15
2245,2/3/16
2246,12/31/15
2247,12/8/15
2248,12/20/15
2249,1/3/16
2250,12/27/15
2251,2/23/16
2252,11/26/15
2253,1/5/16
2254,1/4/16
2255,1/11/16
2256,1/23/16
2257,11/29/15
2258,11/4/15
2259,12/31/15
2260,1/31/16
2261,11/4/15
2262,1/14/16
2263,2/27/16
2264,2/14/16
2265,2/7/16
2266,2/8/16
2267,1/1/16
2268,1/10/16
2269,10/31/15
2270,1/14/16
2271,2/8/16
2272,12/26/15
2273,1/9/16
2274,2/1/16
2275,12/30/15
2276,12/26/15
2277,1/23/16
2278,1/14/16
2279,1/3/16
2280,1/4/16
2281,1/9/16
2282,1/17/16
2283,1/14/16
2284,1/12/16
2285,12/28/15
2286,2/11/16
2287,1/10/16
2288,1/13/16
2289,1/31/16
2290,1/10/16
2291,11/20/15
2292,1/3/16
2293,1/6/16
2294,12/22/15
2295,11/13/15
2296,11/11/15
2297,11/26/15
2298,1/9/16
2299,1/10/16
2300,1/3/16
2301,1/8/16
2302,1/3/16
2303,11/28/15
2304,1/5/16
2305,12/30/15
2306,12/7/15
2307,11/28/15
2308,1/1/16
2309,1/3/16
2310,1/8/16
2311,1/8/16
2312,12/17/15
2313,1/3/16
2314,1/5/16
2315,1/3/16
2316,10/29/15
2317,1/5/16
2318,1/4/16
2319,12/19/15
2320,1/24/16
2321,11/4/15
2322,11/30/15
2323,1/4/16
2324,11/14/15
2325,1/27/16
2326,11/30/15
2327,12/31/15
2328,1/2/16
2329,1/24/16
2330,1/14/16
2331,12/21/15
2332,12/27/15
2333,11/20/15
2334,1/4/16
2335,12/31/15
2336,11/29/15
2337,1/3/16
2338,12/26/15
2339,1/2/16
2340,1/4/16
2341,11/29/15
2342,1/4/16
2343,1/29/16
2344,12/22/15
2345,11/29/15
2346,11/17/15
2347,10/20/15
2348,10/14/15
2349,11/24/15
2350,11/27/15
2351,11/29/15
2352,10/23/15
2353,1/3/16
2354,1/2/16
2355,1/2/16
2356,11/24/15
2357,12/31/15
2358,12/8/15
2359,11/30/15
2360,11/4/15
2361,11/29/15
2362,1/14/16
2363,1/3/16
2364,11/30/15
2365,1/4/16
2366,1/14/16
2367,1/4/16
2368,11/30/15
2369,1/4/16
2370,11/30/15
2371,1/3/16
2372,1/6/16
2373,1/2/16
2374,1/14/16
2375,12/23/15
2376,12/31/15
2377,1/3/16
2378,1/4/16
2379,1/2/16
2380,1/3/16
2381,1/3/16
2382,1/2/16
2383,1/3/16
2384,1/17/16
2385,12/21/15
2386,12/28/15
2387,12/5/15
2388,1/14/16
2389,1/4/16
2390,12/26/15
2391,2/7/16
2392,12/31/15
2393,11/28/15
2394,12/15/15
2395,2/7/16
2396,1/18/16
2397,1/12/16
2398,1/18/16
2399,12/30/15
2400,1/19/16
2401,1/17/16
2402,1/3/16
2403,12/8/15
2404,1/5/14
2405,2/7/14
2406,11/16/15
2407,1/1/16
2408,1/14/16
2409,12/20/15
2410,12/27/15
2411,11/30/15
2412,12/27/15
2413,1/22/16
2414,1/4/16
2415,1/5/16
2416,1/5/16
2417,11/30/15
2418,11/14/15
2419,11/29/15
2420,2/5/16
2421,12/31/15
2422,12/2/15
2423,11/23/15
2424,11/28/15
2425,11/30/15
2426,10/26/15
2427,11/29/15
2428,11/29/15
2429,11/29/15
2430,11/14/15
2431,11/30/15
2432,11/28/15
2433,11/30/15
2434,11/30/15
2435,11/29/15
2436,11/28/15
2437,10/8/15
2438,12/7/15
2439,11/24/15
2440,11/28/15
2441,11/2/15
2442,1/10/16
2443,11/10/15
2444,11/29/15
2445,1/3/16
2446,1/1/16
2447,11/30/15
2448,11/29/15
2449,11/29/15
2450,11/23/15
2451,11/29/15
2452,11/15/15
2453,11/27/15
2454,11/29/15
2455,11/12/15
2456,11/13/15
2457,12/28/15
2458,11/29/15
2459,1/3/16
2460,10/7/15
2461,1/3/16
2462,11/4/15
2463,1/3/16
2464,1/20/16
2465,11/4/15
2466,11/3/15
2467,11/3/15
2468,11/17/15
2469,11/4/15
2470,11/29/15
2471,11/8/15
2472,11/4/15
2473,1/4/16
2474,11/27/15
2475,11/4/15
2476,1/26/16
2477,1/2/16
2478,11/27/15
2479,12/29/15
2480,11/20/15
2481,11/28/15
2482,12/17/15
2483,12/18/14
2484,12/7/15
2485,11/30/15
2486,11/5/15
2487,1/14/16
2488,11/30/15
2489,11/14/15
2490,11/8/15
2491,1/2/16
2492,10/20/15
2493,12/17/15
2494,12/9/15
2495,10/19/15
2496,10/19/15
2497,10/19/15
2498,11/14/15
2499,1/12/16
2500,1/10/16
2501,12/31/15
2502,12/25/15
2503,12/25/15
2504,12/23/15
2505,11/28/15
2506,1/4/16
2507,11/29/15
2508,1/10/16
2509,11/21/15
2510,11/16/15
2511,12/15/15
2512,1/10/16
2513,11/14/15
2514,11/13/15
2515,1/5/15
2516,12/22/15
2517,10/29/15
2518,12/9/15
2519,12/12/15
2520,12/12/15
2521,12/12/15
2522,11/7/15
2523,5/3/14
2524,10/14/15
2525,11/14/15
2526,11/14/15
2527,12/1/15
2528,12/21/15
2529,1/2/16
2530,1/4/15
2531,11/29/15
2532,10/14/15
2533,11/30/15
2534,12/21/14
2535,10/14/15
2536,12/16/14
2537,12/16/14
2538,3/17/15
2539,9/19/15
2540,11/21/15
2541,9/20/15
2542,11/8/15
2543,10/14/15
2544,1/12/15
2545,9/29/15
2546,9/29/15
2547,9/30/15
2548,9/30/15
2549,9/7/14
2550,11/18/14
2551,9/30/15
2552,9/30/15
2553,1/27/15
2554,1/26/15
2555,3/17/15
2556,11/25/14
2557,2/21/15
2558,10/14/15
2559,10/30/13
2560,11/29/13
2561,11/30/13
2562,9/13/15
2563,1/18/12
2564,1/7/15
2565,1/22/15
2566,7/29/15
2567,4/30/14
2568,12/30/13
2569,6/17/15
2570,1/31/15
2571,1/5/15
2572,12/28/14
2573,1/4/15
2574,1/4/15
2575,12/28/14
2576,6/15/15
2577,12/7/14
2578,12/7/14
2579,12/7/14
2580,6/17/15
2581,5/28/15
2582,3/29/15
2583,3/30/15
2584,6/11/15
2585,3/26/15
2586,3/9/15
2587,3/14/15
2588,3/29/15
2589,5/30/15
2590,1/14/15
2591,1/14/15
2592,1/5/15
2593,1/18/15
2594,4/28/15
2595,1/5/15
2596,2/6/15
2597,1/2/13
2598,12/29/14
2599,12/8/14
2600,11/23/14
2601,12/30/14
2602,1/18/15
2603,1/24/15
2604,1/21/15
2605,1/20/15
2606,12/11/14
2607,10/30/14
2608,3/31/15
2609,3/30/15
2610,1/14/15
2611,1/14/15
2612,11/29/14
2613,3/10/15
2614,12/2/14
2615,1/31/15
2616,12/14/14
2617,1/8/15
2618,1/26/15
2619,3/12/15
2620,3/10/15
2621,2/7/15
2622,1/6/15
2623,3/10/15
2624,3/10/15
2625,4/8/15
2626,3/29/15
2627,12/15/14
2628,1/30/15
2629,11/29/14
2630,11/29/14
2631,1/5/15
2632,1/30/15
2633,2/8/15
2634,2/6/15
2635,1/14/15
2636,1/4/15
2637,1/14/15
2638,12/30/14
2639,12/23/14
2640,4/12/15
2641,1/4/15
2642,2/6/15
2643,1/4/15
2644,1/4/15
2645,1/4/15
2646,1/4/15
2647,12/31/14
2648,1/25/15
2649,3/21/15
2650,2/24/15
2651,1/29/15
2652,12/22/14
2653,3/19/15
2654,4/1/15
2655,1/14/15
2656,12/29/14
2657,3/31/15
2658,4/16/15
2659,4/2/15
2660,12/29/14
2661,11/30/14
2662,3/22/15
2663,12/29/14
2664,2/3/15
2665,3/9/15
2666,11/3/14
2667,11/10/14
2668,1/18/15
2669,1/14/15
2670,2/5/15
2671,3/8/15
2672,12/17/13
2673,1/22/15
2674,10/23/14
2675,2/2/15
2676,3/20/15
2677,3/16/15
2678,3/29/15
2679,1/28/15
2680,1/10/15
2681,2/11/15
2682,11/30/14
2683,2/14/15
2684,1/19/15
2685,12/18/14
2686,11/30/14
2687,1/26/15
2688,2/2/15
2689,4/15/15
2690,3/30/15
2691,2/7/15
2692,12/21/14
2693,3/11/15
2694,1/6/15
2695,1/21/15
2696,9/26/14
2697,12/1/14
2698,1/29/15
2699,2/14/15
2700,1/14/15
2701,2/1/15
2702,1/17/15
2703,2/14/15
2704,1/14/15
2705,1/5/15
2706,1/6/15
2707,1/21/15
2708,1/12/15
2709,2/9/15
2710,2/27/15
2711,1/5/15
2712,2/20/15
2713,11/30/14
2714,1/5/15
2715,1/3/15
2716,2/7/15
2717,1/5/15
2718,1/11/15
2719,3/16/15
2720,1/14/15
2721,3/21/15
2722,12/29/14
2723,1/4/15
2724,1/14/15
2725,1/6/15
2726,12/25/14
2727,1/5/15
2728,12/18/14
2729,11/20/14
2730,1/6/15
2731,1/6/15
2732,1/2/15
2733,1/26/15
2734,1/22/15
2735,2/7/15
2736,12/31/14
2737,2/1/15
2738,1/12/15
2739,12/21/14
2740,2/9/15
2741,12/9/14
2742,1/14/15
2743,7/9/13
2744,12/3/14
2745,3/29/15
2746,11/30/14
2747,1/13/15
2748,12/10/14
2749,4/5/15
2750,1/25/15
2751,1/14/15
2752,2/4/15
2753,11/9/14
2754,3/15/15
2755,2/10/15
2756,1/5/15
2757,1/5/15
2758,3/1/15
2759,1/19/15
2760,1/14/15
2761,11/28/14
2762,2/5/15
2763,1/7/15
2764,2/2/15
2765,11/3/14
2766,1/10/15
2767,1/22/15
2768,12/13/14
2769,2/26/15
2770,2/14/15
2771,2/10/15
2772,1/3/15
2773,1/5/15
2774,1/5/15
2775,1/12/15
2776,1/19/15
2777,1/1/15
2778,1/14/15
2779,2/7/15
2780,1/14/15
2781,1/14/15
2782,12/7/14
2783,1/10/15
2784,11/30/14
2785,1/9/15
2786,1/12/15
2787,1/30/14
2788,2/7/15
2789,12/22/14
2790,12/19/14
2791,1/11/15
2792,12/29/14
2793,1/9/15
2794,1/3/15
2795,1/20/15
2796,1/31/15
2797,1/12/15
2798,3/18/15
2799,1/4/15
2800,1/4/15
2801,1/16/15
2802,1/6/15
2803,1/6/15
2804,1/6/15
2805,1/4/15
2806,2/7/15
2807,1/5/15
2808,3/12/15
2809,2/28/15
2810,3/14/15
2811,1/4/15
2812,2/14/15
2813,12/28/14
2814,12/22/14
2815,11/30/14
2816,3/12/15
2817,2/25/15
2818,1/14/15
2819,2/11/15
2820,1/5/15
2821,1/11/15
2822,1/14/15
2823,1/7/15
2824,11/29/14
2825,11/20/14
2826,1/30/15
2827,1/2/15
2828,1/19/15
2829,1/4/15
2830,1/4/15
2831,3/19/15
2832,12/24/14
2833,12/26/14
2834,10/13/14
2835,12/26/14
2836,3/5/15
2837,1/26/15
2838,1/29/15
2839,1/19/15
2840,11/29/14
2841,1/31/15
2842,2/9/15
2843,11/30/14
2844,1/19/15
2845,11/30/14
2846,1/29/15
2847,1/30/15
2848,1/26/15
2849,1/29/15
2850,12/2/14
2851,10/16/14
2852,1/14/15
2853,2/4/15
2854,1/5/15
2855,1/5/15
2856,2/11/15
2857,1/30/15
2858,1/29/15
2859,2/9/15
2860,3/29/15
2861,2/3/15
2862,1/10/15
2863,11/30/14
2864,11/30/14
2865,2/2/15
2866,11/27/14
2867,2/8/15
2868,1/6/15
2869,1/17/15
2870,11/30/14
2871,1/4/15
2872,1/5/15
2873,2/4/15
2874,9/18/14
2875,3/14/15
2876,1/14/15
2877,10/30/14
2878,2/22/15
2879,1/4/15
2880,2/10/15
2881,10/31/14
2882,2/9/15
2883,2/27/15
2884,1/6/15
2885,3/14/15
2886,1/31/15
2887,2/1/15
2888,12/16/14
2889,12/31/14
2890,3/15/15
2891,3/19/15
2892,3/16/15
2893,2/8/15
2894,2/22/15
2895,1/14/15
2896,2/14/15
2897,1/4/15
2898,1/14/15
2899,1/31/15
2900,2/14/15
2901,1/14/15
2902,11/30/14
2903,1/5/15
2904,1/5/15
2905,1/4/15
2906,12/28/14
2907,1/5/15
2908,1/28/15
2909,1/4/15
2910,12/29/14
2911,11/30/14
2912,1/30/15
2913,1/3/15
2914,1/12/15
2915,1/5/15
2916,12/7/14
2917,12/7/14
2918,12/7/14
2919,11/7/14
2920,12/23/14
2921,11/9/14
2922,1/4/15
2923,1/4/15
2924,1/20/15
2925,1/11/15
2926,1/7/15
2927,2/14/15
2928,1/4/15
2929,1/29/15
2930,12/28/14
2931,1/21/15
2932,1/5/15
2933,1/2/15
2934,2/1/15
2935,1/25/15
2936,1/25/15
2937,10/14/14
2938,1/15/15
2939,10/14/14
2940,12/11/14
2941,10/10/14
2942,1/12/15
2943,12/31/14
2944,1/14/15
2945,1/2/15
2946,1/26/15
2947,2/9/15
2948,2/10/15
2949,11/12/14
2950,2/5/15
2951,2/10/15
2952,2/10/15
2953,1/6/15
2954,11/9/14
2955,1/4/15
2956,2/7/15
2957,1/29/15
2958,1/1/15
2959,12/21/14
2960,12/7/14
2961,12/16/14
2962,2/3/15
2963,12/30/14
2964,12/30/14
2965,12/27/14
2966,1/6/15
2967,1/13/15
2968,12/28/14
2969,12/21/14
2970,1/31/15
2971,1/3/15
2972,1/11/15
2973,1/3/15
2974,12/7/14
2975,1/4/15
2976,1/5/15
2977,12/2/14
2978,1/14/15
2979,1/1/15
2980,1/5/15
2981,1/5/15
2982,11/30/14
2983,1/5/15
2984,12/23/14
2985,12/23/14
2986,12/26/14
2987,1/5/15
2988,1/5/15
2989,1/30/15
2990,1/5/15
2991,1/15/15
2992,11/29/14
2993,10/9/13
2994,11/28/14
2995,11/28/14
2996,1/2/15
2997,1/14/15
2998,10/31/14
2999,1/4/15
3000,2/18/15
3001,11/28/14
3002,2/6/15
3003,1/4/15
3004,1/4/15
3005,1/4/15
3006,1/5/15
3007,1/4/15
3008,11/29/14
3009,1/5/15
3010,1/5/15
3011,12/20/14
3012,2/12/15
3013,1/4/15
3014,11/30/14
3015,12/15/14
3016,1/4/15
3017,11/30/14
3018,12/23/14
3019,1/20/15
3020,2/9/15
3021,1/14/15
3022,1/13/15
3023,1/10/15
3024,12/3/14
3025,11/30/14
3026,10/30/14
3027,1/2/15
3028,1/14/15
3029,1/14/15
3030,1/12/15
3031,2/26/15
3032,1/17/15
3033,12/15/14
3034,1/30/15
3035,3/1/15
3036,1/14/15
3037,2/1/15
3038,2/1/15
3039,11/30/14
3040,1/2/15
3041,11/28/14
3042,11/10/14
3043,11/30/14
3044,1/14/15
3045,1/3/15
3046,1/4/15
3047,11/30/14
3048,11/20/14
3049,12/9/12
3050,1/2/13
3051,1/16/13
3052,1/4/15
3053,1/3/15
3054,1/2/15
3055,1/14/15
3056,1/5/15
3057,1/4/15
3058,1/5/15
3059,12/24/14
3060,1/2/15
3061,1/5/15
3062,12/29/14
3063,12/23/14
3064,10/28/14
3065,1/4/15
3066,1/1/15
3067,1/5/15
3068,1/4/15
3069,1/4/15
3070,12/30/14
3071,1/4/15
3072,1/4/15
3073,1/4/15
3074,12/29/14
3075,1/4/15
3076,1/2/15
3077,11/28/14
3078,1/3/15
3079,1/3/15
3080,12/26/14
3081,1/2/15
3082,1/4/15
3083,1/5/15
3084,1/3/15
3085,1/13/15
3086,12/27/14
3087,12/31/14
3088,11/11/14
3089,1/5/15
3090,1/4/15
3091,1/11/15
3092,12/14/14
3093,1/5/15
3094,1/4/15
3095,12/5/14
3096,1/4/15
3097,1/9/15
3098,2/7/15
3099,12/25/14
3100,12/11/14
3101,12/25/14
3102,12/22/14
3103,12/20/14
3104,1/5/15
3105,12/6/14
3106,11/30/14
3107,12/19/14
3108,1/31/15
3109,12/21/14
3110,11/29/14
3111,10/14/14
3112,1/4/15
3113,11/6/14
3114,12/21/14
3115,1/5/15
3116,12/30/14
3117,11/8/14
3118,11/8/14
3119,11/8/14
3120,11/8/14
3121,1/4/15
3122,12/28/14
3123,1/21/15
3124,1/5/15
3125,12/29/14
3126,1/9/15
3127,11/20/14
3128,12/18/14
3129,12/22/14
3130,1/4/15
3131,12/23/14
3132,12/29/14
3133,10/19/14
3134,10/12/14
3135,11/29/14
3136,11/29/14
3137,10/21/14
3138,12/7/14
3139,12/5/14
3140,11/11/14
3141,11/30/14
3142,11/8/14
3143,1/3/15
3144,2/4/15
3145,12/28/14
3146,11/21/14
3147,1/4/15
3148,1/24/15
3149,2/16/15
3150,1/4/15
3151,1/4/15
3152,12/28/14
3153,1/4/15
3154,11/15/14
3155,1/4/15
3156,12/21/14
3157,2/2/15
3158,2/3/15
3159,11/28/14
3160,12/28/14
3161,12/25/14
3162,1/4/15
3163,11/10/14
3164,1/31/15
3165,1/1/15
3166,1/4/15
3167,1/4/15
3168,1/4/15
3169,1/2/15
3170,12/26/14
3171,12/23/14
3172,1/4/15
3173,12/8/14
3174,1/13/15
3175,9/23/14
3176,12/28/14
3177,12/26/14
3178,1/2/15
3179,9/21/14
3180,1/14/15
3181,1/24/15
3182,1/10/15
3183,12/30/14
3184,10/25/14
3185,12/11/14
3186,12/7/14
3187,12/29/14
3188,12/29/14
3189,12/20/14
3190,11/27/14
3191,1/7/15
3192,12/11/14
3193,11/29/14
3194,1/23/15
3195,11/28/14
3196,2/9/15
3197,2/9/15
3198,2/2/15
3199,11/30/14
3200,9/29/14
3201,1/13/15
3202,12/11/14
3203,12/22/14
3204,1/3/15
3205,10/22/14
3206,11/22/14
3207,12/20/14
3208,11/29/14
3209,12/18/14
3210,10/14/14
3211,11/28/14
3212,11/8/14
3213,2/6/15
3214,12/29/14
3215,10/13/14
3216,11/29/14
3217,11/29/14
3218,11/30/14
3219,11/29/14
